smiles,Activity2
CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3c(c(C(=O)C=Cc4ccccc4)c2O)OC(C)(C)C=C3)c1O,0.0
O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1,0.0
O=C(O)CN1CCN(C(=O)n2sc3c(ccc[n+]3[O-])c2=O)CC1,0.0
O=C(O)CN1CCN(C(=O)n2sc3ncccc3c2=O)CC1,0.0
CC(NC(=O)n1sc2c(ccc[n+]2[O-])c1=O)c1ccc2c(c1)OCCO2,0.0
CCCCC(NC(=O)C(CCC=CC(=O)OC)NC(=O)c1ccccc1C(=O)O)C(=O)Nc1cccn(CC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC2C(N)=O)c1=O,0.0
CCCCC(NC(=O)C(CCC=CC(=O)OC)NC(=O)c1ccccc1C(=O)O)C(=O)Nc1cccn(CC(=O)N2CCCC2C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC2C(N)=O)c1=O,0.0
O=C(NCC1CC(Br)=NO1)C1CCCN1C(=O)OCc1cnc2ccccc2c1,0.0
C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3ccccc3)CC2)cc1F,0.0
C=CC(=O)NCCCCC(NC(=O)OCc1cccc2ccccc12)C(=O)O,0.0
O=C(NC(Cc1c[nH]c2cc(F)ccc12)C(=O)NCC1CC(Br)=NO1)OCc1ccccc1,0.0
O=C(NC(Cc1c[nH]c2ccc(F)cc12)C(=O)NCC1CC(Br)=NO1)OCc1cnc2ccccc2c1,0.0
O=C(NC(Cc1c[nH]c2ccc(F)cc12)C(=O)NCC1CC(Br)=NO1)OCc1ccccc1,0.0
CC[S+](CC)CC(=O)CCC(NC(=O)CNC(=O)OCc1ccccc1)C(=O)O.[Br-,0.0
CC[S+](CC)CC(=O)CCC(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O.[Br-,0.0
O=C(CSc1nc2scc(-c3ccc(F)cc3)c2c(=O)n1-c1ccc(F)cc1)NO,0.0
NC(=O)CSc1nc2scc(-c3ccccc3F)c2c(=O)n1-c1cccc(F)c1,0.0
CCOC(=O)CSc1nc2scc(-c3ccccc3)c2c(=O)n1-c1ccc(F)cc1,0.0
CNNC(=O)CSc1nc2scc(-c3ccc(F)cc3)c2c(=O)n1-c1ccc(F)cc1,0.0
NNC(=O)CSc1nc2sc(-c3ccccc3)cc2c(=O)n1-c1ccccc1,0.0
CNC(=O)CSc1nc2scc(-c3ccc(F)cc3)c2c(=O)n1-c1ccc(F)cc1,0.0
C=CC(=O)NC1CCN(S(=O)(=O)c2ccc(C(=O)NCCc3ccc(C(C)(C)C)cc3)cc2)CC1,0.0
O=C(c1cn(Cc2ccc([N+](=O)[O-])cc2)nn1)c1cn(Cc2ccc(C(F)(F)F)cc2)nn1,0.0
C=CC(=O)NC1CCN(S(=O)(=O)c2ccc(NC(=O)OCc3ccccc3)cc2)C1,0.0
O=C1Nc2cc(Oc3ccc4c(c3)NC(=O)C4=O)ccc2C1=O,0.0
O=C1Nc2ccc(Cc3ccc4c(c3)C(=O)C(=O)N4)cc2C1=O,0.0
O=C(NC(Cc1ccc(O)cc1)C(=O)NCC1CC(Br)=NO1)OCc1cnc2ccccc2c1,0.0
C=CC(=O)NCCCCC(NC(=O)OCc1ccc(C(F)(F)F)cc1)C(=O)O,0.0
O=C(NC(Cc1c[nH]c2ccc(O)cc12)C(=O)NCC1CC(Br)=NO1)OCc1cnc2ccccc2c1,0.0
Cc1cc(C)c(CN2C(=O)C(=O)c3ccccc32)cc1CN1C(=O)C(=O)c2ccccc21,0.0
CC(C)CC(NC(=O)C(CCNC(=O)C=O)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C1CCCN1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,0.0
O=C(NC(Cc1ccc(O)cc1)C(=O)NCC1CC(Br)=NO1)OCc1cnc2ccccc2c1,0.0
COc1ccc2[nH]cc(CC(NC(=O)OCc3cnc4ccccc4c3)C(=O)NCC3CC(Br)=NO3)c2c1,0.0
C=CC(=O)NC1CCN(S(=O)(=O)c2ccc(NC(=O)OCc3ccccc3)cc2)C1,0.0
C=CC(=O)NC1CCN(S(=O)(=O)c2ccc(C(=O)NCCc3ccc(-c4ccccc4)cc3)cc2)CC1,0.0
C=CC(=O)NCCCCC(NC(=O)OCc1ccc([N+](=O)[O-])cc1)C(=O)O,0.0
O=C(OCc1ccc2ccccc2n1)C1CCCN1C(=O)NCC1CC(Br)=NO1,0.0
O=C(c1cn(Cc2ccc([N+](=O)[O-])cc2)nn1)c1cn(Cc2ccccc2[N+](=O)[O-])nn1,0.0
CCC(=O)NCCCCC(NC(=O)Cc1ccccc1)C(=O)N1CCN(c2cccc(C)n2)CC1,0.0
O=C1Nc2c(F)cc(F)cc2C1=O,0.0
O=C1Nc2ccc(Br)cc2C1=O,0.0
O=C1Nc2ccc(I)cc2C1=O,0.0
O=C1Nc2ccc(Cl)cc2C1=O,0.0
O=C(NC(Cc1ccc(O)cc1)C(=O)NCC1CC(Br)=NO1)OCc1ccccc1,0.0
C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3ccccc3)CC2)cc1N(C)CC(C)C,0.0
C=CC(=O)Nc1ccc(CC(NCOCc2ccccc2)C(=O)O)cc1,0.0
C=CC(=O)NC1CCCN(S(=O)(=O)c2ccc(NC(=O)OCc3ccccc3)cc2)C1,0.0
C=CC(=O)NC1CCCN(S(=O)(=O)c2ccc(NC(=O)OCc3ccccc3)cc2)C1,0.0
C=CC(=O)NCCCCC(NC(=O)OC)C(=O)O,0.0
O=C(NC(Cc1c[nH]c2cccc(F)c12)C(=O)NCC1CC(Br)=NO1)OCc1ccccc1,0.0
O=C(c1cn(Cc2ccc(OC(F)(F)F)cc2)nn1)c1cn(Cc2ccc([N+](=O)[O-])cc2)nn1,0.0
O=C1C(c2c(O)[nH]c3ccccc23)=Nc2ccccc21,0.0
Nc1c(C(=O)c2ccccc2)sc2[nH]c(=O)c(C(=O)O)cc12,0.0
O=C(c1cn(Cc2ccc([N+](=O)[O-])cc2)nn1)c1cn(Cc2cccc([N+](=O)[O-])c2)nn1,0.0
O=C(NCC1CC(Br)=NO1)C1Cc2ccccc2N1C(=O)OCc1ccccc1,0.0
O=C(c1cc2cc([N+](=O)[O-])ccc2oc1=O)n1nnc2ccccc21,0.0
O=C(c1ccncc1)C1CC1c1cccc([N+](=O)[O-])c1,0.0
O=[N+]([O-])c1cccc(C=CC2(c3cccnc3)CO2)c1,0.0
CCn1c(C)c(C)[n+](CC)c1SCC(=O)CCC(NC(=O)CNC(=O)OCc1ccccc1)C(=O)O.[Br-,0.0
CCn1c(C)c(C)[n+](CC)c1SCC(=O)CCC(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O.[Br-,0.0
CCCn1c(C)c(C)[n+](C)c1SCC(=O)CCC(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O.[Br-,0.0
Cc1c(C)[n+](C)c(SCC(=O)CCC(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)C(=O)O)n1Cc1ccccc1.[Br-,0.0
Cc1c(C)[n+](C)c(SCC(=O)CCC(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)C(=O)O)n1-c1ccccc1.[Br-,0.0
CC(C)CC(NC(=O)C(CCCNC(=O)C=O)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C1CCCN1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,0.0
Cc1c(C)[n+](C)c(SCC(=O)CCC(NC(=O)CNC(=O)OCc2ccccc2)C(=O)O)n1Cc1ccccc1.[Br-,0.0
Cc1c(C)[n+](C)c(SCC(=O)CCC(NC(=O)CNC(=O)OCc2ccccc2)C(=O)O)n1-c1ccccc1.[Br-,0.0
O=C1Nc2ccccc2C1=O,0.0
Cc1cc(CN2C(=O)C(=O)c3ccccc32)c(C)cc1CN1C(=O)C(=O)c2ccccc21,0.0
O=C(C=Cc1cccc(O)c1)c1cccnc1,0.0
CC(C)CC(NC(=O)C(CNC(=O)C=O)NC(=O)C1CCCN1C(=O)C(CCC(N)=O)NC(=O)C1CCCN1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,0.0
